,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Inventory,date_difference,Sales
7081,3,379,0,0,74,31,28205,2,2,0,1012.68,3.0,0.2,303.804,3038.04,4,1012.68
7082,3,379,0,0,74,31,28205,2,1,3,17.22,5.0,0.7,-12.628,86.1,4,17.22
7083,2,54,1,0,96,3,94521,3,1,2,3.52,2.0,0.0,1.6896,14.08,4,3.52
7084,2,54,1,0,96,3,94521,3,2,13,1626.192,9.0,0.2,121.9644,8130.96,4,1626.192
7085,0,4,1,0,78,36,19013,1,1,3,8.595,5.0,0.7,-6.303,25.785,3,8.595
7086,0,4,1,0,78,36,19013,1,1,15,190.896,2.0,0.2,-42.9516,381.792,3,190.896
7087,2,299,0,0,266,3,90004,3,1,14,99.87,3.0,0.0,23.9688,299.61,3,99.87
7088,2,359,0,0,461,26,89431,3,1,2,79.36,4.0,0.0,23.808,79.36,2,79.36
7089,2,444,1,0,266,3,90032,3,2,13,119.96,1.0,0.2,7.4975,239.92,4,119.96
7090,3,177,0,0,194,15,42420,2,1,12,106.32,3.0,0.0,49.9704,318.96,4,106.32
7091,3,177,0,0,194,15,42420,2,1,1,163.44,3.0,0.0,45.7632,326.88,4,163.44
7092,3,177,0,0,194,15,42420,2,1,2,42.76,2.0,0.0,11.1176,42.76,4,42.76
7093,3,177,0,0,194,15,42420,2,1,12,51.55,5.0,0.0,24.2285,154.65,4,51.55
7094,2,369,0,0,116,11,62521,0,2,0,479.952,6.0,0.2,89.991,959.904,4,479.952
7095,0,624,0,0,329,30,10009,1,1,3,146.688,6.0,0.2,55.008,146.688,1,146.688
7096,0,624,0,0,329,30,10009,1,1,3,276.784,2.0,0.2,89.9548,830.352,1,276.784
7097,0,624,0,0,329,30,10009,1,1,3,25.32,5.0,0.2,9.1785,75.96,1,25.32
7098,3,130,0,0,329,30,10011,1,1,12,318.96,9.0,0.0,149.9112,956.88,4,318.96
7099,2,207,0,0,329,30,10009,1,1,12,212.64,6.0,0.0,99.9408,425.28,4,212.64
7100,3,665,0,0,451,1,85254,3,1,7,23.472,3.0,0.2,8.802,117.36,5,23.472
7101,2,724,1,0,8,41,79109,0,1,12,19.648,2.0,0.2,6.6312,58.944,4,19.648
7102,0,448,0,0,374,36,19140,1,1,3,6.57,3.0,0.7,-5.037,32.85,3,6.57
7103,3,275,0,0,446,3,92704,3,1,14,421.1,2.0,0.0,105.275,1684.4,4,421.1
7104,2,420,1,0,330,33,43055,1,0,5,760.116,6.0,0.3,-43.4352,3800.58,2,760.116
7105,2,420,1,0,330,33,43055,1,0,9,38.784,3.0,0.2,7.272,38.784,2,38.784
7106,2,420,1,0,330,33,43055,1,2,0,122.328,9.0,0.2,1.5291,122.328,2,122.328
7107,3,446,0,0,329,30,10035,1,2,13,25.98,2.0,0.0,0.7794,25.98,7,25.98
7108,3,446,0,0,329,30,10035,1,1,2,3.28,2.0,0.0,1.476,6.56,7,3.28
7109,3,446,0,0,329,30,10035,1,1,14,459.88,4.0,0.0,13.7964,919.76,7,459.88
7110,3,446,0,0,329,30,10035,1,1,15,7.76,2.0,0.0,2.2504,38.8,7,7.76
7111,3,446,0,0,329,30,10035,1,1,2,71.96,2.0,0.0,17.99,287.84,7,71.96
7112,3,446,0,0,329,30,10035,1,1,15,54.9,5.0,0.0,15.372,274.5,7,54.9
7113,3,446,0,0,329,30,10035,1,1,3,9.28,2.0,0.2,3.248,37.12,7,9.28
7114,0,464,1,0,194,26,89015,3,0,16,1685.88,6.0,0.0,320.3172,6743.52,1,1685.88
7115,0,464,1,0,194,26,89015,3,1,3,5.728,2.0,0.2,2.0048,11.456,1,5.728
7116,2,337,0,0,452,45,98103,3,1,12,61.96,2.0,0.0,27.882,247.84,5,61.96
7117,2,337,0,0,452,45,98103,3,1,3,1.344,1.0,0.2,0.4704,5.376,5,1.344
7118,3,362,1,0,329,30,10009,1,1,12,17.94,3.0,0.0,8.7906,71.76,4,17.94
7119,3,308,1,0,452,45,98103,3,1,3,13.904,2.0,0.2,4.5188,27.808,7,13.904
7120,3,550,1,0,458,40,37167,2,1,3,67.194,1.0,0.7,-51.5154,268.776,6,67.194
7121,3,687,0,0,452,45,98105,3,1,12,41.86,7.0,0.0,18.837,209.3,7,41.86
7122,3,687,0,0,452,45,98105,3,0,4,141.96,2.0,0.0,41.1684,709.8,7,141.96
7123,3,548,1,0,329,30,10035,1,0,9,10.02,3.0,0.0,4.4088,40.08,7,10.02
7124,3,548,1,0,329,30,10035,1,1,12,144.12,3.0,0.0,69.1776,288.24,7,144.12
7125,2,342,0,0,21,9,30318,2,1,12,17.94,3.0,0.0,8.7906,89.7,2,17.94
7126,2,342,0,0,21,9,30318,2,1,2,13.89,3.0,0.0,4.5837,41.67,2,13.89
7127,3,411,0,0,330,6,19711,1,1,12,16.45,5.0,0.0,7.567,65.8,6,16.45
7128,3,411,0,0,330,6,19711,1,0,9,19.92,4.0,0.0,6.5736,59.76,6,19.92
7129,3,603,0,0,323,40,37211,2,2,0,35.168,4.0,0.2,8.3524,70.336,6,35.168
7130,3,603,0,0,323,40,37211,2,1,12,123.088,7.0,0.2,40.0036,246.176,6,123.088
7131,3,761,2,0,407,12,47374,0,0,16,257.94,3.0,0.0,67.0644,1031.76,5,257.94
7132,3,761,2,0,407,12,47374,0,2,13,1879.96,4.0,0.0,545.1884,3759.92,5,1879.96
7133,3,761,2,0,407,12,47374,0,0,9,27.46,2.0,0.0,9.8856,54.92,5,27.46
7134,3,761,2,0,407,12,47374,0,2,13,89.98,2.0,0.0,43.1904,359.92,5,89.98
7135,3,761,2,0,407,12,47374,0,0,5,828.6,3.0,0.0,240.294,1657.2,5,828.6
7136,3,723,0,0,295,8,33180,2,1,3,7.23,5.0,0.7,-5.784,14.46,7,7.23
7137,3,723,0,0,295,8,33180,2,1,14,17.44,2.0,0.2,1.308,52.32,7,17.44
7138,3,723,0,0,295,8,33180,2,1,3,62.88,4.0,0.7,-50.304,314.4,7,62.88
7139,3,723,0,0,295,8,33180,2,0,4,290.352,3.0,0.2,-36.294,1161.408,7,290.352
7140,1,773,0,0,424,23,63301,0,2,0,113.52,4.0,0.0,46.5432,454.08,0,113.52
7141,1,773,0,0,424,23,63301,0,0,9,135.3,5.0,0.0,37.884,135.3,0,135.3
7142,3,319,2,0,500,44,23464,2,0,9,111.15,5.0,0.0,48.906,333.45,5,111.15
7143,3,484,2,0,374,36,19140,1,2,13,776.85,5.0,0.4,-181.265,3107.4,5,776.85
7144,3,484,2,0,374,36,19140,1,1,3,12.294,1.0,0.7,-8.6058,49.176,5,12.294
7145,3,484,2,0,374,36,19140,1,0,16,154.764,3.0,0.4,-46.4292,154.764,5,154.764
7146,3,484,2,0,374,36,19140,1,1,14,43.28,1.0,0.2,3.246,216.4,5,43.28
7147,3,159,0,0,262,30,11561,1,1,12,92.94,3.0,0.0,41.823,92.94,5,92.94
7148,3,159,0,0,262,30,11561,1,1,1,52.56,3.0,0.0,18.396,210.24,5,52.56
7149,3,775,0,0,207,41,77070,0,2,13,971.88,3.0,0.2,109.3365,3887.52,4,971.88
7150,3,693,2,0,491,0,35401,2,0,5,141.96,2.0,0.0,35.49,141.96,4,141.96
7151,2,21,0,0,293,1,85204,3,0,16,182.55,2.0,0.5,-135.087,182.55,3,182.55
7152,3,72,1,0,216,31,28540,2,1,12,88.768,2.0,0.2,31.0688,88.768,6,88.768
7153,3,403,0,0,80,11,60610,0,1,1,53.088,7.0,0.8,-108.8304,159.264,5,53.088
7154,2,458,0,0,94,9,31907,2,0,9,275.88,6.0,0.0,46.8996,1379.4,2,275.88
7155,2,458,0,0,94,9,31907,2,1,3,157.9,5.0,0.0,74.213,315.8,2,157.9
7156,3,430,0,0,350,28,7050,1,1,10,4.91,1.0,0.0,2.4059,24.55,5,4.91
7157,2,146,0,0,266,3,90032,3,1,14,87.92,4.0,0.0,0.8792,175.84,3,87.92
7158,2,146,0,0,266,3,90032,3,1,12,5.98,1.0,0.0,2.9302,5.98,3,5.98
7159,2,77,2,0,80,11,60623,0,2,13,222.384,2.0,0.2,16.6788,667.152,5,222.384
7160,2,77,2,0,80,11,60623,0,1,8,16,4.0,0.2,5.6,32,5,16.0
7161,3,516,0,0,407,44,23223,2,1,12,21.84,3.0,0.0,10.92,21.84,5,21.84
7162,3,516,0,0,407,44,23223,2,1,3,15.6,5.0,0.0,7.644,46.8,5,15.6
7163,2,1,1,0,488,30,12180,1,1,7,247.84,8.0,0.0,121.4416,247.84,2,247.84
7164,2,1,1,0,488,30,12180,1,1,3,9.912,3.0,0.2,3.3453,9.912,2,9.912
7165,0,171,0,0,390,37,2908,1,1,14,69.52,2.0,0.0,17.38,278.08,3,69.52
7166,2,553,0,0,438,3,94122,3,1,2,11.52,4.0,0.0,3.2256,57.6,2,11.52
7167,2,553,0,0,438,3,94122,3,0,5,717.72,3.0,0.2,71.772,2153.16,2,717.72
7168,2,553,0,0,438,3,94122,3,1,14,236.5,10.0,0.0,68.585,236.5,2,236.5
7169,2,553,0,0,438,3,94122,3,0,16,170.352,3.0,0.2,19.1646,681.408,2,170.352
7170,3,294,0,0,329,30,10009,1,0,5,145.764,2.0,0.1,3.2392,583.056,6,145.764
7171,2,705,0,0,438,3,94109,3,2,0,107.97,3.0,0.0,22.6737,431.88,2,107.97
7172,3,324,1,0,207,41,77070,0,2,0,143.96,5.0,0.2,1.7995,431.88,4,143.96
7173,3,324,1,0,207,41,77070,0,2,6,2399.96,5.0,0.2,569.9905,4799.92,4,2399.96
7174,3,324,1,0,207,41,77070,0,1,12,74.352,3.0,0.2,23.235,223.056,4,74.352
7175,3,324,1,0,207,41,77070,0,1,1,87.168,8.0,0.8,-226.6368,174.336,4,87.168
7176,3,324,1,0,207,41,77070,0,1,14,32.232,3.0,0.2,2.4174,128.928,4,32.232
7177,3,551,1,0,374,36,19140,1,1,3,2.202,2.0,0.7,-1.5414,8.808,6,2.202
7178,3,551,1,0,374,36,19140,1,1,3,9.396,3.0,0.7,-7.5168,18.792,6,9.396
7179,3,662,0,0,28,18,21215,1,2,13,89.97,3.0,0.0,25.1916,269.91,4,89.97
7180,0,341,1,0,20,9,30605,2,1,2,12.78,3.0,0.0,5.2398,51.12,1,12.78
7181,2,546,0,0,241,33,43130,1,2,0,40,2.0,0.2,0.5,160,3,40.0
7182,3,569,2,0,266,3,90032,3,1,3,23.24,5.0,0.2,7.553,69.72,4,23.24
7183,0,348,0,0,28,18,21215,1,0,5,908.82,9.0,0.0,227.205,2726.46,2,908.82
7184,3,257,2,0,207,41,77095,0,1,15,5.552,2.0,0.2,-1.041,16.656,7,5.552
7185,3,257,2,0,207,41,77095,0,1,2,8.016,3.0,0.2,1.002,32.064,7,8.016
7186,3,257,2,0,207,41,77095,0,0,5,74.592,4.0,0.3,-2.1312,74.592,7,74.592
7187,3,257,2,0,207,41,77095,0,0,9,16.784,2.0,0.6,-22.2388,16.784,7,16.784
7188,3,257,2,0,207,41,77095,0,1,1,38.864,4.0,0.8,-99.1032,116.592,7,38.864
7189,0,230,2,0,437,3,92024,3,2,13,203.976,3.0,0.2,25.497,815.904,3,203.976
7190,0,230,2,0,437,3,92024,3,0,16,674.352,3.0,0.2,-8.4294,674.352,3,674.352
7191,2,345,0,0,197,8,33012,2,1,3,5.388,4.0,0.7,-4.49,16.164,5,5.388
7192,2,345,0,0,197,8,33012,2,1,2,30.976,8.0,0.2,5.0336,61.952,5,30.976
7193,0,390,0,0,21,9,30318,2,1,14,1350.12,6.0,0.0,175.5156,4050.36,2,1350.12
7194,0,390,0,0,21,9,30318,2,1,3,15.92,4.0,0.0,7.4824,79.6,2,15.92
7195,3,610,2,0,452,45,98103,3,0,9,19.54,2.0,0.0,7.2298,39.08,4,19.54
7196,3,484,2,0,266,3,90036,3,1,2,21.4,5.0,0.0,6.206,107,4,21.4
7197,3,484,2,0,266,3,90036,3,1,10,12.6,2.0,0.0,5.796,25.2,4,12.6
7198,3,610,2,0,329,30,10035,1,1,2,11.96,2.0,0.0,3.1096,35.88,4,11.96
7199,3,610,2,0,329,30,10035,1,2,13,138,2.0,0.0,34.5,414,4,138.0
7200,3,331,0,0,153,8,33311,2,2,13,116.76,1.0,0.2,14.595,350.28,6,116.76
7201,3,331,0,0,153,8,33311,2,0,16,331.023,7.0,0.45,-114.3534,1655.115,6,331.023
7202,1,780,1,0,410,30,14609,1,0,9,756.8,5.0,0.0,75.68,756.8,0,756.8
7203,3,524,2,0,424,11,60174,0,0,9,8.736,3.0,0.6,-4.8048,17.472,4,8.736
7204,3,94,0,0,329,30,10024,1,1,2,6.08,2.0,0.0,2.0672,30.4,7,6.08
7205,3,139,0,0,438,3,94109,3,0,9,17.46,2.0,0.0,5.9364,52.38,4,17.46
7206,3,139,0,0,438,3,94109,3,2,11,369.16,11.0,0.2,32.3015,1845.8,4,369.16
7207,0,460,1,0,375,1,85023,3,1,2,2.912,2.0,0.2,0.91,11.648,2,2.912
7208,0,460,1,0,375,1,85023,3,1,12,20.736,4.0,0.2,7.2576,82.944,2,20.736
7209,0,460,1,0,375,1,85023,3,1,12,9.568,2.0,0.2,2.99,9.568,2,9.568
7210,3,249,1,0,452,45,98115,3,1,12,30.18,3.0,0.0,13.8828,90.54,4,30.18
7211,3,249,1,0,452,45,98115,3,1,3,51.648,12.0,0.2,18.7224,258.24,4,51.648
7212,3,249,1,0,452,45,98115,3,1,3,11.232,3.0,0.2,3.9312,33.696,4,11.232
7213,3,483,0,0,62,3,93010,3,1,10,14.73,3.0,0.0,7.2177,29.46,4,14.73
7214,2,327,1,0,123,20,48205,0,1,2,16.4,5.0,0.0,4.756,49.2,3,16.4
7215,2,327,1,0,123,20,48205,0,1,12,25.92,4.0,0.0,12.4416,129.6,3,25.92
7216,0,456,0,0,438,3,94109,3,1,2,8.82,3.0,0.0,2.5578,44.1,3,8.82
7217,0,456,0,0,438,3,94109,3,1,3,62.496,2.0,0.2,21.8736,187.488,3,62.496
7218,0,456,0,0,438,3,94109,3,2,0,339.96,4.0,0.0,122.3856,1359.84,3,339.96
7219,0,456,0,0,438,3,94109,3,1,3,49.568,2.0,0.2,17.3488,99.136,3,49.568
7220,3,85,0,0,374,36,19140,1,1,3,274.491,3.0,0.7,-228.7425,548.982,4,274.491
7221,3,752,0,0,329,30,10035,1,2,13,137.94,3.0,0.0,35.8644,551.76,4,137.94
7222,3,538,0,0,80,11,60623,0,2,0,40.68,3.0,0.2,-7.119,203.4,4,40.68
7223,3,622,0,0,438,3,94122,3,2,13,110.376,3.0,0.2,12.4173,331.128,4,110.376
7224,3,622,0,0,438,3,94122,3,1,1,151.62,7.0,0.0,50.0346,454.86,4,151.62
7225,3,622,0,0,438,3,94122,3,0,9,30.8,4.0,0.0,10.164,92.4,4,30.8
7226,3,270,1,0,374,36,19134,1,1,12,123.92,5.0,0.2,38.725,247.84,4,123.92
7227,3,270,1,0,374,36,19134,1,2,0,1319.8,5.0,0.2,214.4675,2639.6,4,1319.8
7228,0,646,0,0,438,3,94122,3,1,3,89.712,6.0,0.2,30.2778,269.136,2,89.712
7229,0,646,0,0,438,3,94122,3,1,12,22.83,3.0,0.0,10.7301,91.32,2,22.83
7230,0,690,0,0,147,5,6824,1,1,3,30.88,2.0,0.0,15.44,61.76,2,30.88
7231,0,690,0,0,147,5,6824,1,1,1,465.16,2.0,0.0,120.9416,1860.64,2,465.16
7232,0,690,0,0,147,5,6824,1,1,12,27.12,4.0,0.0,12.4752,27.12,2,27.12
7233,3,303,0,0,329,30,10011,1,0,9,113.6,8.0,0.0,44.304,340.8,4,113.6
7234,3,303,0,0,329,30,10011,1,1,12,12.96,2.0,0.0,6.3504,25.92,4,12.96
7235,3,303,0,0,329,30,10011,1,1,3,69.456,2.0,0.2,22.5732,347.28,4,69.456
7236,0,286,0,0,266,3,90049,3,1,2,8.64,3.0,0.0,2.4192,43.2,3,8.64
7237,1,267,1,0,374,36,19143,1,2,11,341.991,3.0,0.7,-319.1916,1025.973,0,341.991
7238,3,685,0,0,440,3,95123,3,0,9,43.96,7.0,0.0,18.4632,175.84,6,43.96
7239,3,685,0,0,440,3,95123,3,1,7,39.76,7.0,0.0,18.6872,39.76,6,39.76
7240,2,355,0,0,364,3,91104,3,0,9,66.36,7.0,0.0,26.544,265.44,2,66.36
7241,2,355,0,0,364,3,91104,3,1,3,92.88,6.0,0.2,30.186,92.88,2,92.88
7242,2,355,0,0,364,3,91104,3,0,9,24.14,2.0,0.0,7.9662,72.42,2,24.14
7243,2,759,0,0,374,36,19134,1,0,5,4416.174,9.0,0.3,-630.882,22080.87,5,4416.174
7244,0,639,0,0,266,3,90049,3,1,2,49.56,7.0,0.0,18.8328,247.8,3,49.56
7245,3,676,0,0,266,3,90032,3,1,14,354.9,5.0,0.0,17.745,1064.7,4,354.9
7246,3,371,1,0,94,33,43229,1,1,10,15.12,3.0,0.2,4.914,75.6,5,15.12
7247,3,371,1,0,94,33,43229,1,0,4,302.45,5.0,0.5,-199.617,1512.25,5,302.45
7248,3,371,1,0,94,33,43229,1,1,14,44.672,8.0,0.2,-10.0512,89.344,5,44.672
7249,2,76,0,0,266,3,90008,3,2,0,119.98,2.0,0.0,35.994,239.96,5,119.98
7250,2,76,0,0,266,3,90008,3,2,0,989.97,3.0,0.0,395.988,989.97,5,989.97
7251,3,253,1,0,202,8,33021,2,1,10,9.216,4.0,0.2,3.3408,36.864,6,9.216
7252,3,711,1,0,418,20,48066,0,1,12,68.52,3.0,0.0,31.5192,68.52,6,68.52
7253,3,274,2,0,470,47,54880,0,1,1,364.74,3.0,0.0,109.422,729.48,5,364.74
7254,3,274,2,0,470,47,54880,0,0,9,47.4,5.0,0.0,21.33,237,5,47.4
7255,3,274,2,0,470,47,54880,0,1,14,49.76,4.0,0.0,13.9328,149.28,5,49.76
7256,3,274,2,0,470,47,54880,0,1,2,5.56,2.0,0.0,1.4456,5.56,5,5.56
7257,3,274,2,0,470,47,54880,0,1,12,629.1,6.0,0.0,301.968,2516.4,5,629.1
7258,3,274,2,0,470,47,54880,0,1,2,14.7,5.0,0.0,3.969,58.8,5,14.7
7259,3,274,2,0,470,47,54880,0,1,12,45.36,7.0,0.0,21.7728,136.08,5,45.36
7260,3,274,2,0,470,47,54880,0,2,13,125.99,1.0,0.0,35.2772,377.97,5,125.99
7261,2,301,1,0,482,3,91360,3,1,2,14.7,7.0,0.0,4.116,29.4,3,14.7
7262,3,491,1,0,374,36,19134,1,2,13,32.7,5.0,0.4,-6.54,130.8,6,32.7
7263,3,491,1,0,374,36,19134,1,1,7,31.68,4.0,0.2,11.088,31.68,6,31.68
7264,3,591,0,0,464,44,22153,2,1,2,181.86,7.0,0.0,50.9208,909.3,4,181.86
7265,2,187,1,0,207,41,77095,0,0,5,155.372,2.0,0.3,-35.5136,776.86,3,155.372
7266,1,679,0,0,93,40,38401,2,1,3,13.428,3.0,0.7,-11.19,13.428,0,13.428
7267,1,679,0,0,93,40,38401,2,1,14,67.136,4.0,0.2,-0.8392,134.272,0,67.136
7268,3,44,0,0,96,31,28027,2,1,12,89.568,2.0,0.2,32.4684,179.136,6,89.568
7269,3,44,0,0,96,31,28027,2,0,9,315.776,8.0,0.2,31.5776,1578.88,6,315.776
7270,3,431,1,0,440,3,95123,3,0,4,273.666,2.0,0.15,-12.8784,1094.664,6,273.666
7271,3,431,1,0,440,3,95123,3,1,1,17.48,4.0,0.0,4.5448,69.92,6,17.48
7272,3,263,1,0,178,31,27405,2,1,15,20.608,2.0,0.2,-4.3792,103.04,4,20.608
7273,3,263,1,0,178,31,27405,2,1,3,4.095,3.0,0.7,-2.73,20.475,4,4.095
7274,3,61,2,0,192,24,59601,3,2,13,339.96,5.0,0.2,42.495,679.92,4,339.96
7275,3,61,2,0,192,24,59601,3,0,9,63.98,7.0,0.0,21.7532,319.9,4,63.98
7276,3,406,2,0,153,8,33311,2,2,0,799.92,10.0,0.2,239.976,2399.76,4,799.92
7277,0,766,2,0,438,3,94110,3,2,13,35.984,2.0,0.2,4.498,179.92,2,35.984
7278,0,766,2,0,438,3,94110,3,2,0,389.97,3.0,0.0,132.5898,389.97,2,389.97
7279,1,747,1,0,530,1,85364,3,2,0,185.528,7.0,0.2,48.7011,556.584,0,185.528
7280,3,614,0,0,93,18,21044,1,1,3,2541.98,2.0,0.0,1270.99,12709.9,6,2541.98
7281,3,292,2,0,530,1,85364,3,2,11,599.985,5.0,0.7,-479.988,1199.97,5,599.985
7282,3,380,0,0,80,11,60653,0,1,3,3.036,3.0,0.8,-5.0094,6.072,7,3.036
7283,3,474,0,0,86,33,44105,1,1,2,25.92,5.0,0.2,3.888,51.84,4,25.92
7284,3,474,0,0,86,33,44105,1,0,9,66.112,2.0,0.2,-9.0904,264.448,4,66.112
7285,3,83,0,0,438,3,94110,3,2,0,46.36,4.0,0.0,15.2988,185.44,5,46.36
7286,3,90,1,0,345,34,73120,0,2,0,6.9,1.0,0.0,0.552,27.6,5,6.9
7287,3,90,1,0,345,34,73120,0,0,9,57.69,3.0,0.0,23.6529,115.38,5,57.69
7288,3,34,1,0,207,41,77095,0,2,11,559.71,3.0,0.4,-121.2705,2798.55,5,559.71
7289,0,713,0,0,438,3,94122,3,1,14,305.01,9.0,0.0,76.2525,305.01,1,305.01
7290,0,713,0,0,438,3,94122,3,1,3,50.784,2.0,0.2,17.7744,152.352,1,50.784
7291,0,713,0,0,438,3,94122,3,1,10,26.01,9.0,0.0,12.2247,52.02,1,26.01
7292,3,459,0,0,323,40,37211,2,2,11,649,2.0,0.5,-272.58,2596,5,649.0
7293,3,159,0,0,266,3,90036,3,0,9,59.99,7.0,0.0,21.5964,239.96,6,59.99
7294,3,658,0,0,36,45,98006,3,0,9,20.24,1.0,0.0,7.8936,60.72,5,20.24
7295,0,554,0,0,207,41,77036,0,1,2,37.84,2.0,0.2,2.838,189.2,1,37.84
7296,0,554,0,0,207,41,77036,0,1,8,5.472,6.0,0.2,1.8468,27.36,1,5.472
7297,2,575,1,0,374,36,19143,1,1,14,77.24,5.0,0.2,7.724,154.48,4,77.24
7298,0,380,0,0,122,11,60016,0,0,16,292.1,4.0,0.5,-175.26,292.1,3,292.1
7299,0,380,0,0,122,11,60016,0,0,9,8.544,2.0,0.6,-7.476,8.544,3,8.544
7300,0,380,0,0,122,11,60016,0,0,4,424.116,6.0,0.3,-30.294,2120.58,3,424.116
7301,0,380,0,0,122,11,60016,0,1,3,2.892,3.0,0.8,-4.9164,8.676,3,2.892
7302,0,380,0,0,122,11,60016,0,1,14,381.72,5.0,0.2,-66.801,763.44,3,381.72
7303,3,241,0,0,47,8,33437,2,0,5,97.184,2.0,0.2,6.074,97.184,4,97.184
7304,3,241,0,0,47,8,33437,2,1,12,10.368,2.0,0.2,3.6288,51.84,4,10.368
7305,3,541,0,0,379,41,75023,0,0,16,890.841,3.0,0.3,-152.7156,4454.205,4,890.841
7306,2,475,0,0,440,3,95123,3,2,0,72,4.0,0.0,12.96,72,2,72.0
7307,2,475,0,0,440,3,95123,3,0,5,113.888,2.0,0.2,9.9652,227.776,2,113.888
7308,2,475,0,0,440,3,95123,3,1,7,158.13,3.0,0.0,77.4837,158.13,2,158.13
7309,2,550,1,0,329,30,10024,1,1,8,14.13,3.0,0.0,0.7065,70.65,4,14.13
7310,3,87,0,0,123,20,48227,0,1,3,64.75,5.0,0.0,29.1375,64.75,4,64.75
7311,3,703,0,0,295,8,33178,2,1,3,1.872,2.0,0.7,-1.3104,5.616,4,1.872
7312,3,703,0,0,295,8,33178,2,1,3,11.214,2.0,0.7,-8.5974,56.07,4,11.214
7313,3,703,0,0,295,8,33178,2,1,2,37.376,8.0,0.2,7.4752,74.752,4,37.376
7314,3,734,2,0,361,11,60068,0,2,13,286.4,1.0,0.2,25.06,1145.6,5,286.4
7315,2,791,0,0,329,30,10024,1,1,2,43.92,3.0,0.0,12.7368,175.68,5,43.92
7316,3,575,1,0,329,30,10011,1,0,16,142.182,1.0,0.4,-37.9152,568.728,4,142.182
7317,3,420,1,0,200,35,97123,3,1,12,19.608,3.0,0.2,6.6177,98.04,4,19.608
7318,3,420,1,0,200,35,97123,3,1,3,4.158,7.0,0.7,-3.465,16.632,4,4.158
7319,2,527,0,0,329,30,10009,1,2,13,979.95,5.0,0.0,264.5865,4899.75,3,979.95
7320,2,527,0,0,329,30,10009,1,0,9,135.3,5.0,0.0,37.884,135.3,3,135.3
7321,3,551,1,0,80,11,60623,0,1,12,8.904,3.0,0.2,3.339,44.52,4,8.904
7322,3,551,1,0,80,11,60623,0,2,0,100.8,2.0,0.2,21.42,302.4,4,100.8
7323,0,128,0,0,329,30,10024,1,0,9,41.96,2.0,0.0,10.9096,41.96,3,41.96
7324,0,128,0,0,329,30,10024,1,1,10,9.45,3.0,0.0,4.536,47.25,3,9.45
7325,3,521,0,0,365,45,99301,3,1,1,400.8,5.0,0.0,112.224,801.6,7,400.8
7326,3,521,0,0,365,45,99301,3,1,3,28.792,1.0,0.2,10.0772,115.168,7,28.792
7327,3,668,2,0,59,3,91505,3,0,9,111,2.0,0.0,14.43,555,6,111.0
7328,3,668,2,0,59,3,91505,3,2,11,1279.968,4.0,0.2,415.9896,2559.936,6,1279.968
7329,3,668,2,0,59,3,91505,3,1,14,1856.19,7.0,0.0,334.1142,5568.57,6,1856.19
7330,0,708,1,0,80,11,60623,0,0,9,22.752,6.0,0.6,-8.532,45.504,1,22.752
7331,3,694,1,0,241,36,17602,1,2,13,61.542,1.0,0.4,-13.3341,184.626,4,61.542
7332,3,694,1,0,241,36,17602,1,1,3,81.438,7.0,0.7,-65.1504,325.752,4,81.438
7333,3,590,0,0,473,8,33614,2,0,9,67.36,2.0,0.2,10.104,134.72,6,67.36
7334,3,590,0,0,473,8,33614,2,0,9,54.528,3.0,0.2,14.3136,163.584,6,54.528
7335,3,373,0,0,329,30,10024,1,2,0,843.9,2.0,0.0,371.316,1687.8,5,843.9
7336,3,373,0,0,329,30,10024,1,0,4,449.568,2.0,0.2,56.196,899.136,5,449.568
7337,0,104,1,0,266,3,90045,3,1,14,15.51,1.0,0.0,3.8775,46.53,2,15.51
7338,2,728,1,0,329,30,10035,1,0,5,192.186,3.0,0.1,36.3018,768.744,3,192.186
7339,0,415,1,0,329,30,10009,1,1,2,5.76,2.0,0.0,1.6128,5.76,3,5.76
7340,3,696,0,0,21,9,30318,2,0,5,67.88,2.0,0.0,18.3276,271.52,6,67.88
7341,3,696,0,0,21,9,30318,2,1,10,162.89,13.0,0.0,76.5583,488.67,6,162.89
7342,3,696,0,0,21,9,30318,2,0,9,25.71,3.0,0.0,9.2556,128.55,6,25.71
7343,3,765,0,0,329,30,10009,1,1,14,191.88,6.0,0.0,19.188,191.88,6,191.88
7344,3,201,1,0,216,8,32216,2,0,16,721.875,6.0,0.45,-420.0,2165.625,6,721.875
7345,3,201,1,0,216,8,32216,2,2,13,73.568,4.0,0.2,-16.5528,294.272,6,73.568
7346,3,201,1,0,216,8,32216,2,1,2,13.584,1.0,0.2,1.3584,40.752,6,13.584
7347,3,201,1,0,216,8,32216,2,0,5,64.784,1.0,0.2,-12.147,129.568,6,64.784
7348,3,666,0,0,207,41,77095,0,1,1,176.772,3.0,0.8,-459.6072,530.316,4,176.772
7349,3,358,1,0,299,47,53209,0,1,3,38.82,6.0,0.0,19.41,116.46,6,38.82
7350,3,358,1,0,299,47,53209,0,1,3,21.9,5.0,0.0,10.512,87.6,6,21.9
7351,3,293,0,0,307,3,95351,3,2,0,111.79,7.0,0.0,43.5981,335.37,6,111.79
7352,2,508,2,0,240,33,44107,1,2,13,445.44,8.0,0.4,-81.664,1336.32,2,445.44
7353,3,642,2,0,374,36,19134,1,1,10,16.52,5.0,0.2,5.369,49.56,7,16.52
